identifier,city,state,country,openDate,distance,latitude,longitude,parentGeoNodeID,active,languageID,hasGasDepartment,hasTiresDepartment,hasFoodDepartment,hasHearingDepartment,hasPharmacyDepartment,hasOpticalDepartment,hasBusinessDepartment,hasPhotoCenterDepartment,gasPrices,locationName,isShipToWarehouse,isWarehousePickup,enableShipToHome,isBusinessWarehouse
321,YONKERS,NY,US,10/29/1999,90.56129755,40.973,-73.863,10685,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Yonkers,TRUE,TRUE,FALSE,FALSE
322,BRIDGEWATER,NJ,US,8/24/1999,170.6124119,40.564,-74.556,10657,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Bridgewater,TRUE,TRUE,FALSE,FALSE
323,EDISON,NJ,US,10/24/1987,178.0302446,40.529,-74.377,10657,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.219,Edison,TRUE,TRUE,FALSE,FALSE
324,NORWALK,CT,US,5/9/2001,105.2711465,41.092,-73.452,10268,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Norwalk CT,TRUE,TRUE,FALSE,FALSE
325,HANOVER,MD,US,12/1/2001,255.1550342,39.155,-76.73,10497,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.199,Arundel Mills,TRUE,TRUE,FALSE,FALSE
326,PORT CHESTER,NY,US,8/29/2002,95.41406403,41.009,-73.691,10685,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,Port Chester,TRUE,TRUE,FALSE,FALSE
327,HARRISBURG,PA,US,8/28/2001,69.92997115,40.313,-76.8,10789,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.559,Harrisburg,TRUE,TRUE,FALSE,FALSE
328,CRANBERRY TOWNSHIP,PA,US,11/28/2001,167.6105588,40.692,-80.11,10789,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.679,Cranberry Township,TRUE,TRUE,FALSE,FALSE
329,OCEAN,NJ,US,3/20/2003,38.74648616,40.234,-74.048,10657,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.299,Ocean Township,TRUE,TRUE,FALSE,FALSE
330,FREDERICK,MD,US,12/1/2001,258.6307312,39.402,-77.411,10497,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.229,Frederick,TRUE,TRUE,FALSE,FALSE
332,PITTSBURGH,PA,US,7/9/2002,162.6297016,40.458,-80.167,10789,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.649,Robinson,TRUE,TRUE,FALSE,FALSE
333,EVERETT,MA,US,11/21/2002,8.605539034,42.402,-71.07,10517,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,Everett MA,TRUE,TRUE,FALSE,FALSE
334,CHANTILLY,VA,US,10/9/2003,224.7322536,38.898,-77.445,10910,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.259,Chantilly,TRUE,TRUE,FALSE,FALSE
336,CLEARWATER,FL,US,5/15/2003,195.1181696,27.96,-82.728,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.249,Clearwater,TRUE,TRUE,FALSE,FALSE
337,LEESBURG,VA,US,7/28/2004,237.7951414,39.115,-77.533,10910,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.299,Leesburg,TRUE,TRUE,FALSE,FALSE
338,MYRTLE BEACH,SC,US,3/18/2004,386.3943846,33.706,-78.916,10817,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.079,Myrtle Beach,TRUE,TRUE,FALSE,FALSE
339,GREENSBORO,NC,US,11/21/2003,213.927393,36.058,-79.884,10710,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.189,Greensboro,TRUE,TRUE,FALSE,FALSE
340,FREDERICKSBURG,VA,US,7/10/2002,184.0393119,38.295,-77.517,10910,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.989,Fredericksburg,TRUE,TRUE,FALSE,FALSE
341,COMMERCE TOWNSHIP,MI,US,9/25/2003,103.8380802,42.535,-83.445,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.239,Commerce Township,TRUE,TRUE,FALSE,FALSE
342,NAPERVILLE,IL,US,7/1/2003,31.45313475,41.727,-88.206,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.329,Naperville,TRUE,TRUE,FALSE,FALSE
343,AVON,OH,US,12/10/2002,253.3609614,41.458,-82.016,10740,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.219,Avon OH,TRUE,TRUE,FALSE,FALSE
344,CLEVELAND,OH,US,10/22/2002,225.577988,41.525,-81.447,10740,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.059,Mayfield Heights,TRUE,TRUE,FALSE,FALSE
345,BOCA RATON,FL,US,8/30/1990,376.3876683,26.412,-80.102,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.239,Boca Raton,TRUE,TRUE,FALSE,FALSE
346,INDIANAPOLIS,IN,US,10/3/2002,237.2082133,39.914,-86.062,10410,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.239,Castleton,TRUE,TRUE,FALSE,FALSE
347,INDIANAPOLIS,IN,US,10/3/2002,244.7841491,39.916,-86.225,10410,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.239,Fortune Park,TRUE,TRUE,FALSE,FALSE
348,GLENVIEW,IL,US,10/17/2002,18.19785915,42.107,-87.822,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.599,Glenview,TRUE,TRUE,FALSE,FALSE
349,LENEXA,KS,US,11/27/2001,458.8331307,38.959,-94.731,10440,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.109,Lenexa,TRUE,TRUE,FALSE,FALSE
351,FORT MYERS,FL,US,9/30/1999,305.9025994,26.546,-81.875,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.289,Fort Myers,TRUE,TRUE,FALSE,FALSE
352,CORDOVA,TN,US,11/18/1999,451.3367317,35.192,-89.793,10837,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.129,NE Memphis,TRUE,TRUE,FALSE,FALSE
353,MEMPHIS,TN,US,11/18/1999,447.5745181,35.046,-89.796,10837,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.059,SE Memphis,TRUE,TRUE,FALSE,FALSE
354,NAPLES,FL,US,12/7/1999,328.845541,26.219,-81.773,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.259,Naples,TRUE,TRUE,FALSE,FALSE
356,HUNTSVILLE,AL,US,11/2/2000,258.8028443,34.742,-86.601,10112,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.179,Huntsville,TRUE,TRUE,FALSE,FALSE
357,JACKSONVILLE,FL,US,11/29/2000,164.053531,30.252,-81.536,10290,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,E Jacksonville,TRUE,TRUE,FALSE,FALSE
358,BRANDON,FL,US,11/28/2000,209.7438847,27.923,-82.332,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.159,Brandon,TRUE,TRUE,FALSE,FALSE
359,CHARLOTTE,NC,US,6/21/2001,380.9170622,35.162,-80.885,10710,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.159,Charlotte,TRUE,TRUE,FALSE,FALSE
360,CHARLESTON,SC,US,4/18/2001,297.7888927,32.795,-80.037,10817,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.099,Charleston,TRUE,TRUE,FALSE,FALSE
361,WINSTON SALEM,NC,US,9/28/2001,201.7557211,36.065,-80.318,10710,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.149,Winston Salem,TRUE,TRUE,FALSE,FALSE
362,HOOVER,AL,US,11/20/2003,203.8915592,33.379,-86.811,10112,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.099,Hoover,TRUE,TRUE,FALSE,FALSE
366,BUFORD,GA,US,5/3/2006,372.3329122,34.062,-83.995,10332,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.059,Mall Of Georgia,TRUE,TRUE,FALSE,FALSE
367,MATTHEWS,NC,US,11/29/2001,384.4349205,35.127,-80.704,10710,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.069,Matthews,TRUE,TRUE,FALSE,FALSE
368,SAINT LOUIS,MO,US,9/20/2002,554.9230537,38.508,-90.339,10594,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.929,S St Louis,TRUE,TRUE,FALSE,FALSE
369,OVERLAND PARK,KS,US,2/21/2002,456.3506019,38.907,-94.671,10440,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.119,Overland Park,TRUE,TRUE,FALSE,FALSE
370,MERRILLVILLE,IN,US,10/24/2001,274.2697039,41.474,-87.322,10410,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.149,Merrillville,TRUE,TRUE,FALSE,FALSE
371,BLOOMINGDALE,IL,US,12/7/2001,25.85369397,41.94,-88.13,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.399,Bloomingdale,TRUE,TRUE,FALSE,FALSE
372,MINNEAPOLIS,MN,US,10/23/2001,92.47004111,45.199,-93.35,10562,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.139,Coon Rapids,TRUE,TRUE,FALSE,FALSE
373,INDEPENDENCE,MO,US,10/18/2001,470.1213015,39.036,-94.356,10594,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.049,Independence,TRUE,TRUE,FALSE,FALSE
374,SHELBY TOWNSHIP,MI,US,10/17/2001,94.14469711,42.629,-82.981,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.139,Lakeside,TRUE,TRUE,FALSE,FALSE
375,KANSAS CITY,MO,US,1/12/2001,468.3727913,39.068,-94.583,10594,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.999,Kansas City,TRUE,TRUE,FALSE,FALSE
376,AUBURN HILLS,MI,US,11/22/2000,107.7188643,42.707,-83.296,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.169,Auburn Hills,TRUE,TRUE,FALSE,FALSE
377,SAINT LOUIS PARK,MN,US,11/16/2000,78.83212171,44.968,-93.35,10562,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.249,St Louis Park,TRUE,TRUE,FALSE,FALSE
378,LAKE ZURICH,IL,US,2/21/2001,31.41092033,42.185,-88.092,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.449,Lake Zurich,TRUE,TRUE,FALSE,FALSE
379,SPRINGDALE,OH,US,12/6/2000,197.5857393,39.286,-84.452,10740,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.269,Springdale,TRUE,TRUE,FALSE,FALSE
380,CHICAGO,IL,US,5/2/2001,293.3429257,41.931,-87.677,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.649,Lincoln Park,TRUE,TRUE,FALSE,FALSE
382,SAINT PETERS,MO,US,5/8/2001,139.7858552,38.796,-90.609,10594,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.029,St Peters,TRUE,TRUE,FALSE,FALSE
383,NILES,IL,US,6/1/2000,11.69565653,42.012,-87.782,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.599,Niles,TRUE,TRUE,FALSE,FALSE
384,CINCINNATI,OH,US,2/16/2000,191.9743312,39.297,-84.302,10740,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.339,Deerfield,TRUE,TRUE,FALSE,FALSE
386,BRENTWOOD,TN,US,8/27/1999,309.1131718,35.963,-86.819,10837,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.199,Brentwood,TRUE,TRUE,FALSE,FALSE
387,SCHAUMBURG,IL,US,11/17/1998,24.23927651,42.055,-88.045,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.589,Schaumburg,TRUE,TRUE,FALSE,FALSE
388,OAK BROOK,IL,US,11/17/1998,17.20114176,41.846,-87.963,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.449,Oak Brook,TRUE,TRUE,FALSE,FALSE
390,LIVONIA,MI,US,5/1/1998,92.44909604,42.382,-83.334,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.199,Middlebelt,TRUE,TRUE,FALSE,FALSE
391,LIVONIA,MI,US,5/1/1998,97.8595648,42.418,-83.433,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.279,Haggerty,TRUE,TRUE,FALSE,FALSE
393,MADISON HEIGHTS,MI,US,5/1/1998,91.84393089,42.517,-83.119,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.129,Madison Heights,TRUE,TRUE,FALSE,FALSE
394,ROSEVILLE,MI,US,5/1/1998,85.21544437,42.496,-82.937,10540,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.119,Roseville MI,TRUE,TRUE,FALSE,FALSE
401,SAN DIEGO,CA,US,7/1/1976,26.27104652,32.822,-117.225,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.239,Morena,TRUE,TRUE,FALSE,FALSE
403,SANTEE,CA,US,9/1/1979,28.73221226,32.841,-116.989,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.219,Santee,TRUE,TRUE,FALSE,FALSE
407,TUCSON,AZ,US,5/1/1982,183.292736,32.252,-110.859,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.339,Tucson,TRUE,TRUE,FALSE,FALSE
410,NORWALK,CA,US,4/17/1983,70.48598508,33.922,-118.104,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.039,Norwalk CA,TRUE,TRUE,FALSE,FALSE
411,FOUNTAIN VALLEY,CA,US,8/15/1983,53.15522219,33.704,-117.935,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.099,Fountain Valley,TRUE,TRUE,FALSE,FALSE
412,AZUSA,CA,US,10/1/1983,75.59180437,34.134,-117.926,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.159,Azusa,TRUE,TRUE,FALSE,FALSE
418,FULLERTON,CA,US,11/1/1984,60.43891358,33.863,-117.924,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.069,Fullerton,TRUE,TRUE,FALSE,FALSE
420,OXNARD,CA,US,11/18/1985,53.02440995,34.224,-119.15,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.259,Oxnard,TRUE,TRUE,FALSE,FALSE
422,SOUTH SAN FRANCISCO,CA,US,5/18/1987,156.8048633,37.641,-122.403,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3.179,S San Francisco,TRUE,TRUE,FALSE,FALSE
423,SUNNYVALE,CA,US,7/1/1986,129.3561191,37.372,-121.996,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.029,Sunnyvale,TRUE,TRUE,FALSE,FALSE
424,SIGNAL HILL,CA,US,11/1/1986,67.76566339,33.804,-118.165,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.039,Signal Hill,TRUE,TRUE,FALSE,FALSE
427,SCOTTSDALE,AZ,US,7/6/1987,71.15384775,33.624,-111.902,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.799,Scottsdale,TRUE,TRUE,FALSE,FALSE
428,ALHAMBRA,CA,US,8/24/1987,80.5780751,34.088,-118.148,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Alhambra,TRUE,TRUE,FALSE,FALSE
429,SAN JUAN CAPISTRANO,CA,US,12/4/1987,31.39922036,33.469,-117.676,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.399,San Juan Capistrano,TRUE,TRUE,FALSE,FALSE
431,TUCSON,AZ,US,4/1/1989,173.4287943,32.327,-111.048,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.339,NW Tucson,TRUE,TRUE,FALSE,FALSE
432,CORONA,CA,US,11/1/1988,50.24812863,33.89,-117.521,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.159,Corona,TRUE,TRUE,FALSE,FALSE
436,TEMPE,AZ,US,11/1/1989,87.35590652,33.349,-111.959,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.739,Tempe,TRUE,TRUE,FALSE,FALSE
437,NORTHRIDGE,CA,US,9/23/1989,21.44056023,34.23,-118.554,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Northridge,TRUE,TRUE,FALSE,FALSE
438,RANCHO CORDOVA,CA,US,6/23/1990,151.0978536,38.59,-121.264,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.979,Rancho Cordova,TRUE,TRUE,FALSE,FALSE
439,AURORA,CO,US,11/3/1990,387.1962902,39.69,-104.866,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.159,Aurora,TRUE,TRUE,FALSE,FALSE
440,WESTMINSTER,CO,US,11/3/1990,373.4647031,39.864,-105.067,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.179,Westminster CO,TRUE,TRUE,FALSE,FALSE
441,PALM DESERT,CA,US,3/9/1991,63.84056636,33.802,-116.391,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.089,Palm Desert,TRUE,TRUE,FALSE,FALSE
443,LITTLETON,CO,US,8/1/1991,377.2460381,39.639,-105.085,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.199,SW Denver,TRUE,TRUE,FALSE,FALSE
445,YORBA LINDA,CA,US,11/1/1991,54.87615147,33.875,-117.743,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Yorba Linda,TRUE,TRUE,FALSE,FALSE
447,SANTA CLARITA,CA,US,5/1/1992,27.0661371,34.403,-118.46,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.299,Santa Clarita,TRUE,TRUE,FALSE,FALSE
452,SAN DIEGO,CA,US,10/23/1992,17.4288402,32.988,-117.076,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Carmel Mountain,TRUE,TRUE,FALSE,FALSE
453,FAIRFIELD,CA,US,10/1/1992,59.24161372,38.217,-122.144,10175,1,-1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2.999,Fairfield,TRUE,TRUE,FALSE,FALSE
454,IRVINE,CA,US,11/14/1992,43.15995864,33.661,-117.744,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Irvine,TRUE,TRUE,FALSE,FALSE
455,MORENO VALLEY,CA,US,9/1/1992,50.85446599,33.938,-117.279,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.139,Moreno Valley,TRUE,TRUE,FALSE,FALSE
460,CHULA VISTA,CA,US,1/13/1994,40.9584401,32.636,-117.025,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.259,Rancho Del Rey,TRUE,TRUE,FALSE,FALSE
462,CARLSBAD,CA,US,10/3/1992,7.297120484,33.122,-117.317,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.299,Carlsbad,TRUE,TRUE,FALSE,FALSE
464,SACRAMENTO,CA,US,12/1/1982,148.8796567,38.468,-121.415,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.069,Sacramento,TRUE,TRUE,FALSE,FALSE
465,PHOENIX,AZ,US,12/1/1994,78.79519647,33.473,-111.985,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.779,Thomas Road,TRUE,TRUE,FALSE,FALSE
466,PRESCOTT,AZ,US,6/27/1996,457.1712465,34.578,-112.363,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.699,Prescott,TRUE,TRUE,FALSE,FALSE
468,LITTLETON,CO,US,11/20/1997,389.3592042,39.561,-104.879,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.119,Douglas County,TRUE,TRUE,FALSE,FALSE
469,LA MESA,CA,US,11/19/1992,31.98541639,32.775,-117.022,10175,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,La Mesa,TRUE,TRUE,FALSE,FALSE
470,SAN JOSE,CA,US,6/1/1987,120.5948533,37.254,-121.876,10175,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Almaden,TRUE,TRUE,FALSE,FALSE
471,SACRAMENTO,CA,US,8/6/1984,157.2789963,38.598,-121.452,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.969,Cal Expo (Sacramento),TRUE,TRUE,FALSE,FALSE
472,SALINAS,CA,US,8/29/1997,104.154418,36.703,-121.667,10175,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Salinas,TRUE,TRUE,FALSE,FALSE
473,CHINO HILLS,CA,US,11/1/1985,63.24790101,34.014,-117.745,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.159,Chino Hills,TRUE,TRUE,FALSE,FALSE
474,GOLETA,CA,US,11/24/1998,80.90219997,34.428,-119.873,10175,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Goleta,TRUE,TRUE,FALSE,FALSE
475,SOUTH SAN FRANCISCO,CA,US,10/1/1987,159.7636703,37.665,-122.449,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.179,El Camino,TRUE,TRUE,FALSE,FALSE
478,SAN BERNARDINO,CA,US,6/22/1989,59.85528264,34.069,-117.261,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.079,San Bernardino,TRUE,TRUE,FALSE,FALSE
479,MARINA DEL REY,CA,US,6/24/1999,12.26798923,33.991,-118.446,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Culver City,TRUE,TRUE,FALSE,FALSE
480,SUPERIOR,CO,US,4/15/1999,366.2897722,39.96,-105.172,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.199,Superior,TRUE,TRUE,FALSE,FALSE
481,GILBERT,AZ,US,11/1/1979,88.17304454,33.375,-111.842,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.759,Gilbert,TRUE,TRUE,FALSE,FALSE
482,RICHMOND,CA,US,10/16/1986,160.510341,37.898,-122.321,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Richmond CA,TRUE,TRUE,FALSE,FALSE
483,SAN DIEGO,CA,US,11/22/1999,34.57835271,32.712,-117.114,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,SE San Diego,TRUE,TRUE,FALSE,FALSE
484,OREM,UT,US,11/23/1999,64.59854501,40.282,-111.68,10885,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.399,Orem,TRUE,TRUE,FALSE,FALSE
485,WAIPAHU,HI,US,7/20/2000,12.40338255,21.42,-158.006,10354,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.059,Waipio,TRUE,TRUE,FALSE,FALSE
486,KENNEWICK,WA,US,7/1/1987,289.6936267,46.226,-119.235,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.579,Kennewick,TRUE,TRUE,FALSE,FALSE
487,SANDY,UT,US,6/2/2000,44.41498804,40.551,-111.894,10885,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.259,Sandy,TRUE,TRUE,FALSE,FALSE
488,SAN DIEGO,CA,US,6/29/2000,29.79230855,32.78,-117.13,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.299,Mission Valley,TRUE,TRUE,FALSE,FALSE
489,FORT WORTH,TX,US,9/21/2000,264.2574937,32.676,-97.405,10852,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1.969,Fort Worth,TRUE,TRUE,FALSE,FALSE
490,PHOENIX,AZ,US,6/22/2000,64.19696036,33.659,-112.115,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.799,N Phoenix,TRUE,TRUE,FALSE,FALSE
491,TEMECULA,CA,US,11/26/1991,22.39879678,33.52,-117.156,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.199,Temecula,TRUE,TRUE,FALSE,FALSE
